,phase,8949170_q,8949170_w,-164126513_q,-164126513_w,52016249_q,52016249_w,-164126511_q,-164126511_w,stateNum
2047,0,0,2,2,1,0,2,1,1,2047
2048,0,0,2,2,1,0,2,1,2,2048
2049,0,0,2,2,1,0,2,2,0,2049
2050,0,0,2,2,1,0,2,2,1,2050
2051,0,0,2,2,1,0,2,2,2,2051
2052,0,0,2,2,1,1,0,0,0,2052
2053,0,0,2,2,1,1,0,0,1,2053
2054,0,0,2,2,1,1,0,0,2,2054
2055,0,0,2,2,1,1,0,1,0,2055
2056,0,0,2,2,1,1,0,1,1,2056
2057,0,0,2,2,1,1,0,1,2,2057
2058,0,0,2,2,1,1,0,2,0,2058
2059,0,0,2,2,1,1,0,2,1,2059
2060,0,0,2,2,1,1,0,2,2,2060
2061,0,0,2,2,1,1,1,0,0,2061
2062,0,0,2,2,1,1,1,0,1,2062
2063,0,0,2,2,1,1,1,0,2,2063
2064,0,0,2,2,1,1,1,1,0,2064
2065,0,0,2,2,1,1,1,1,1,2065
2066,0,0,2,2,1,1,1,1,2,2066
2067,0,0,2,2,1,1,1,2,0,2067
2068,0,0,2,2,1,1,1,2,1,2068
2069,0,0,2,2,1,1,1,2,2,2069
2070,0,0,2,2,1,1,2,0,0,2070
2071,0,0,2,2,1,1,2,0,1,2071
2072,0,0,2,2,1,1,2,0,2,2072
2073,0,0,2,2,1,1,2,1,0,2073
2074,0,0,2,2,1,1,2,1,1,2074
2075,0,0,2,2,1,1,2,1,2,2075
2076,0,0,2,2,1,1,2,2,0,2076
2077,0,0,2,2,1,1,2,2,1,2077
2078,0,0,2,2,1,1,2,2,2,2078
2079,0,0,2,2,1,2,0,0,0,2079
2080,0,0,2,2,1,2,0,0,1,2080
2081,0,0,2,2,1,2,0,0,2,2081
2082,0,0,2,2,1,2,0,1,0,2082
2083,0,0,2,2,1,2,0,1,1,2083
2084,0,0,2,2,1,2,0,1,2,2084
2085,0,0,2,2,1,2,0,2,0,2085
2086,0,0,2,2,1,2,0,2,1,2086
2087,0,0,2,2,1,2,0,2,2,2087
2088,0,0,2,2,1,2,1,0,0,2088
2089,0,0,2,2,1,2,1,0,1,2089
2090,0,0,2,2,1,2,1,0,2,2090
2091,0,0,2,2,1,2,1,1,0,2091
2092,0,0,2,2,1,2,1,1,1,2092
2093,0,0,2,2,1,2,1,1,2,2093
2094,0,0,2,2,1,2,1,2,0,2094
2095,0,0,2,2,1,2,1,2,1,2095
2096,0,0,2,2,1,2,1,2,2,2096
2097,0,0,2,2,1,2,2,0,0,2097
2098,0,0,2,2,1,2,2,0,1,2098
2099,0,0,2,2,1,2,2,0,2,2099
2100,0,0,2,2,1,2,2,1,0,2100
2101,0,0,2,2,1,2,2,1,1,2101
2102,0,0,2,2,1,2,2,1,2,2102
2103,0,0,2,2,1,2,2,2,0,2103
2104,0,0,2,2,1,2,2,2,1,2104
2105,0,0,2,2,1,2,2,2,2,2105
2106,0,0,2,2,2,0,0,0,0,2106
2107,0,0,2,2,2,0,0,0,1,2107
2108,0,0,2,2,2,0,0,0,2,2108
2109,0,0,2,2,2,0,0,1,0,2109
2110,0,0,2,2,2,0,0,1,1,2110
2111,0,0,2,2,2,0,0,1,2,2111
2112,0,0,2,2,2,0,0,2,0,2112
2113,0,0,2,2,2,0,0,2,1,2113
2114,0,0,2,2,2,0,0,2,2,2114
2115,0,0,2,2,2,0,1,0,0,2115
2116,0,0,2,2,2,0,1,0,1,2116
2117,0,0,2,2,2,0,1,0,2,2117
2118,0,0,2,2,2,0,1,1,0,2118
2119,0,0,2,2,2,0,1,1,1,2119
2120,0,0,2,2,2,0,1,1,2,2120
2121,0,0,2,2,2,0,1,2,0,2121
2122,0,0,2,2,2,0,1,2,1,2122
2123,0,0,2,2,2,0,1,2,2,2123
2124,0,0,2,2,2,0,2,0,0,2124
2125,0,0,2,2,2,0,2,0,1,2125
2126,0,0,2,2,2,0,2,0,2,2126
2127,0,0,2,2,2,0,2,1,0,2127
2128,0,0,2,2,2,0,2,1,1,2128
2129,0,0,2,2,2,0,2,1,2,2129
2130,0,0,2,2,2,0,2,2,0,2130
2131,0,0,2,2,2,0,2,2,1,2131
2132,0,0,2,2,2,0,2,2,2,2132
2133,0,0,2,2,2,1,0,0,0,2133
2134,0,0,2,2,2,1,0,0,1,2134
2135,0,0,2,2,2,1,0,0,2,2135
2136,0,0,2,2,2,1,0,1,0,2136
2137,0,0,2,2,2,1,0,1,1,2137
2138,0,0,2,2,2,1,0,1,2,2138
2139,0,0,2,2,2,1,0,2,0,2139
2140,0,0,2,2,2,1,0,2,1,2140
2141,0,0,2,2,2,1,0,2,2,2141
2142,0,0,2,2,2,1,1,0,0,2142
2143,0,0,2,2,2,1,1,0,1,2143
2144,0,0,2,2,2,1,1,0,2,2144
2145,0,0,2,2,2,1,1,1,0,2145
2146,0,0,2,2,2,1,1,1,1,2146
2147,0,0,2,2,2,1,1,1,2,2147
2148,0,0,2,2,2,1,1,2,0,2148
2149,0,0,2,2,2,1,1,2,1,2149
2150,0,0,2,2,2,1,1,2,2,2150
2151,0,0,2,2,2,1,2,0,0,2151
2152,0,0,2,2,2,1,2,0,1,2152
2153,0,0,2,2,2,1,2,0,2,2153
2154,0,0,2,2,2,1,2,1,0,2154
2155,0,0,2,2,2,1,2,1,1,2155
2156,0,0,2,2,2,1,2,1,2,2156
2157,0,0,2,2,2,1,2,2,0,2157
2158,0,0,2,2,2,1,2,2,1,2158
2159,0,0,2,2,2,1,2,2,2,2159
2160,0,0,2,2,2,2,0,0,0,2160
2161,0,0,2,2,2,2,0,0,1,2161
2162,0,0,2,2,2,2,0,0,2,2162
2163,0,0,2,2,2,2,0,1,0,2163
2164,0,0,2,2,2,2,0,1,1,2164
2165,0,0,2,2,2,2,0,1,2,2165
2166,0,0,2,2,2,2,0,2,0,2166
2167,0,0,2,2,2,2,0,2,1,2167
2168,0,0,2,2,2,2,0,2,2,2168
2169,0,0,2,2,2,2,1,0,0,2169
2170,0,0,2,2,2,2,1,0,1,2170
2171,0,0,2,2,2,2,1,0,2,2171
2172,0,0,2,2,2,2,1,1,0,2172
2173,0,0,2,2,2,2,1,1,1,2173
2174,0,0,2,2,2,2,1,1,2,2174
2175,0,0,2,2,2,2,1,2,0,2175
2176,0,0,2,2,2,2,1,2,1,2176
2177,0,0,2,2,2,2,1,2,2,2177
2178,0,0,2,2,2,2,2,0,0,2178
2179,0,0,2,2,2,2,2,0,1,2179
2180,0,0,2,2,2,2,2,0,2,2180
2181,0,0,2,2,2,2,2,1,0,2181
2182,0,0,2,2,2,2,2,1,1,2182
2183,0,0,2,2,2,2,2,1,2,2183
2184,0,0,2,2,2,2,2,2,0,2184
2185,0,0,2,2,2,2,2,2,1,2185
2186,0,0,2,2,2,2,2,2,2,2186
2187,0,1,0,0,0,0,0,0,0,2187
2188,0,1,0,0,0,0,0,0,1,2188
2189,0,1,0,0,0,0,0,0,2,2189
2190,0,1,0,0,0,0,0,1,0,2190
2191,0,1,0,0,0,0,0,1,1,2191
2192,0,1,0,0,0,0,0,1,2,2192
2193,0,1,0,0,0,0,0,2,0,2193
2194,0,1,0,0,0,0,0,2,1,2194
2195,0,1,0,0,0,0,0,2,2,2195
2196,0,1,0,0,0,0,1,0,0,2196
2197,0,1,0,0,0,0,1,0,1,2197
2198,0,1,0,0,0,0,1,0,2,2198
2199,0,1,0,0,0,0,1,1,0,2199
2200,0,1,0,0,0,0,1,1,1,2200
2201,0,1,0,0,0,0,1,1,2,2201
2202,0,1,0,0,0,0,1,2,0,2202
2203,0,1,0,0,0,0,1,2,1,2203
2204,0,1,0,0,0,0,1,2,2,2204
2205,0,1,0,0,0,0,2,0,0,2205
2206,0,1,0,0,0,0,2,0,1,2206
2207,0,1,0,0,0,0,2,0,2,2207
2208,0,1,0,0,0,0,2,1,0,2208
2209,0,1,0,0,0,0,2,1,1,2209
2210,0,1,0,0,0,0,2,1,2,2210
2211,0,1,0,0,0,0,2,2,0,2211
2212,0,1,0,0,0,0,2,2,1,2212
2213,0,1,0,0,0,0,2,2,2,2213
2214,0,1,0,0,0,1,0,0,0,2214
2215,0,1,0,0,0,1,0,0,1,2215
2216,0,1,0,0,0,1,0,0,2,2216
2217,0,1,0,0,0,1,0,1,0,2217
2218,0,1,0,0,0,1,0,1,1,2218
2219,0,1,0,0,0,1,0,1,2,2219
2220,0,1,0,0,0,1,0,2,0,2220
2221,0,1,0,0,0,1,0,2,1,2221
2222,0,1,0,0,0,1,0,2,2,2222
2223,0,1,0,0,0,1,1,0,0,2223
2224,0,1,0,0,0,1,1,0,1,2224
2225,0,1,0,0,0,1,1,0,2,2225
2226,0,1,0,0,0,1,1,1,0,2226
2227,0,1,0,0,0,1,1,1,1,2227
2228,0,1,0,0,0,1,1,1,2,2228
2229,0,1,0,0,0,1,1,2,0,2229
2230,0,1,0,0,0,1,1,2,1,2230
2231,0,1,0,0,0,1,1,2,2,2231
2232,0,1,0,0,0,1,2,0,0,2232
2233,0,1,0,0,0,1,2,0,1,2233
2234,0,1,0,0,0,1,2,0,2,2234
2235,0,1,0,0,0,1,2,1,0,2235
2236,0,1,0,0,0,1,2,1,1,2236
2237,0,1,0,0,0,1,2,1,2,2237
2238,0,1,0,0,0,1,2,2,0,2238
2239,0,1,0,0,0,1,2,2,1,2239
2240,0,1,0,0,0,1,2,2,2,2240
2241,0,1,0,0,0,2,0,0,0,2241
2242,0,1,0,0,0,2,0,0,1,2242
2243,0,1,0,0,0,2,0,0,2,2243
2244,0,1,0,0,0,2,0,1,0,2244
2245,0,1,0,0,0,2,0,1,1,2245
2246,0,1,0,0,0,2,0,1,2,2246
2247,0,1,0,0,0,2,0,2,0,2247
2248,0,1,0,0,0,2,0,2,1,2248
2249,0,1,0,0,0,2,0,2,2,2249
2250,0,1,0,0,0,2,1,0,0,2250
2251,0,1,0,0,0,2,1,0,1,2251
2252,0,1,0,0,0,2,1,0,2,2252
2253,0,1,0,0,0,2,1,1,0,2253
2254,0,1,0,0,0,2,1,1,1,2254
2255,0,1,0,0,0,2,1,1,2,2255
2256,0,1,0,0,0,2,1,2,0,2256
2257,0,1,0,0,0,2,1,2,1,2257
2258,0,1,0,0,0,2,1,2,2,2258
2259,0,1,0,0,0,2,2,0,0,2259
2260,0,1,0,0,0,2,2,0,1,2260
2261,0,1,0,0,0,2,2,0,2,2261
2262,0,1,0,0,0,2,2,1,0,2262
2263,0,1,0,0,0,2,2,1,1,2263
2264,0,1,0,0,0,2,2,1,2,2264
2265,0,1,0,0,0,2,2,2,0,2265
2266,0,1,0,0,0,2,2,2,1,2266
2267,0,1,0,0,0,2,2,2,2,2267
2268,0,1,0,0,1,0,0,0,0,2268
2269,0,1,0,0,1,0,0,0,1,2269
2270,0,1,0,0,1,0,0,0,2,2270
2271,0,1,0,0,1,0,0,1,0,2271
2272,0,1,0,0,1,0,0,1,1,2272
2273,0,1,0,0,1,0,0,1,2,2273
2274,0,1,0,0,1,0,0,2,0,2274
2275,0,1,0,0,1,0,0,2,1,2275
2276,0,1,0,0,1,0,0,2,2,2276
2277,0,1,0,0,1,0,1,0,0,2277
2278,0,1,0,0,1,0,1,0,1,2278
2279,0,1,0,0,1,0,1,0,2,2279
2280,0,1,0,0,1,0,1,1,0,2280
2281,0,1,0,0,1,0,1,1,1,2281
2282,0,1,0,0,1,0,1,1,2,2282
2283,0,1,0,0,1,0,1,2,0,2283
2284,0,1,0,0,1,0,1,2,1,2284
2285,0,1,0,0,1,0,1,2,2,2285
2286,0,1,0,0,1,0,2,0,0,2286
2287,0,1,0,0,1,0,2,0,1,2287
2288,0,1,0,0,1,0,2,0,2,2288
2289,0,1,0,0,1,0,2,1,0,2289
2290,0,1,0,0,1,0,2,1,1,2290
2291,0,1,0,0,1,0,2,1,2,2291
2292,0,1,0,0,1,0,2,2,0,2292
2293,0,1,0,0,1,0,2,2,1,2293
2294,0,1,0,0,1,0,2,2,2,2294
2295,0,1,0,0,1,1,0,0,0,2295
2296,0,1,0,0,1,1,0,0,1,2296
2297,0,1,0,0,1,1,0,0,2,2297
2298,0,1,0,0,1,1,0,1,0,2298
2299,0,1,0,0,1,1,0,1,1,2299
2300,0,1,0,0,1,1,0,1,2,2300
2301,0,1,0,0,1,1,0,2,0,2301
2302,0,1,0,0,1,1,0,2,1,2302
2303,0,1,0,0,1,1,0,2,2,2303
2304,0,1,0,0,1,1,1,0,0,2304
2305,0,1,0,0,1,1,1,0,1,2305
2306,0,1,0,0,1,1,1,0,2,2306
2307,0,1,0,0,1,1,1,1,0,2307
2308,0,1,0,0,1,1,1,1,1,2308
2309,0,1,0,0,1,1,1,1,2,2309
2310,0,1,0,0,1,1,1,2,0,2310
2311,0,1,0,0,1,1,1,2,1,2311
2312,0,1,0,0,1,1,1,2,2,2312
2313,0,1,0,0,1,1,2,0,0,2313
2314,0,1,0,0,1,1,2,0,1,2314
2315,0,1,0,0,1,1,2,0,2,2315
2316,0,1,0,0,1,1,2,1,0,2316
2317,0,1,0,0,1,1,2,1,1,2317
2318,0,1,0,0,1,1,2,1,2,2318
2319,0,1,0,0,1,1,2,2,0,2319
2320,0,1,0,0,1,1,2,2,1,2320
2321,0,1,0,0,1,1,2,2,2,2321
2322,0,1,0,0,1,2,0,0,0,2322
2323,0,1,0,0,1,2,0,0,1,2323
2324,0,1,0,0,1,2,0,0,2,2324
2325,0,1,0,0,1,2,0,1,0,2325
2326,0,1,0,0,1,2,0,1,1,2326
2327,0,1,0,0,1,2,0,1,2,2327
2328,0,1,0,0,1,2,0,2,0,2328
2329,0,1,0,0,1,2,0,2,1,2329
2330,0,1,0,0,1,2,0,2,2,2330
2331,0,1,0,0,1,2,1,0,0,2331
2332,0,1,0,0,1,2,1,0,1,2332
2333,0,1,0,0,1,2,1,0,2,2333
2334,0,1,0,0,1,2,1,1,0,2334
2335,0,1,0,0,1,2,1,1,1,2335
2336,0,1,0,0,1,2,1,1,2,2336
2337,0,1,0,0,1,2,1,2,0,2337
2338,0,1,0,0,1,2,1,2,1,2338
2339,0,1,0,0,1,2,1,2,2,2339
2340,0,1,0,0,1,2,2,0,0,2340
2341,0,1,0,0,1,2,2,0,1,2341
2342,0,1,0,0,1,2,2,0,2,2342
2343,0,1,0,0,1,2,2,1,0,2343
2344,0,1,0,0,1,2,2,1,1,2344
2345,0,1,0,0,1,2,2,1,2,2345
2346,0,1,0,0,1,2,2,2,0,2346
2347,0,1,0,0,1,2,2,2,1,2347
2348,0,1,0,0,1,2,2,2,2,2348
2349,0,1,0,0,2,0,0,0,0,2349
2350,0,1,0,0,2,0,0,0,1,2350
2351,0,1,0,0,2,0,0,0,2,2351
2352,0,1,0,0,2,0,0,1,0,2352
2353,0,1,0,0,2,0,0,1,1,2353
2354,0,1,0,0,2,0,0,1,2,2354
2355,0,1,0,0,2,0,0,2,0,2355
2356,0,1,0,0,2,0,0,2,1,2356
2357,0,1,0,0,2,0,0,2,2,2357
2358,0,1,0,0,2,0,1,0,0,2358
2359,0,1,0,0,2,0,1,0,1,2359
2360,0,1,0,0,2,0,1,0,2,2360
2361,0,1,0,0,2,0,1,1,0,2361
2362,0,1,0,0,2,0,1,1,1,2362
2363,0,1,0,0,2,0,1,1,2,2363
2364,0,1,0,0,2,0,1,2,0,2364
2365,0,1,0,0,2,0,1,2,1,2365
2366,0,1,0,0,2,0,1,2,2,2366
2367,0,1,0,0,2,0,2,0,0,2367
2368,0,1,0,0,2,0,2,0,1,2368
2369,0,1,0,0,2,0,2,0,2,2369
2370,0,1,0,0,2,0,2,1,0,2370
2371,0,1,0,0,2,0,2,1,1,2371
2372,0,1,0,0,2,0,2,1,2,2372
2373,0,1,0,0,2,0,2,2,0,2373
2374,0,1,0,0,2,0,2,2,1,2374
2375,0,1,0,0,2,0,2,2,2,2375
2376,0,1,0,0,2,1,0,0,0,2376
2377,0,1,0,0,2,1,0,0,1,2377
2378,0,1,0,0,2,1,0,0,2,2378
2379,0,1,0,0,2,1,0,1,0,2379
2380,0,1,0,0,2,1,0,1,1,2380
2381,0,1,0,0,2,1,0,1,2,2381
2382,0,1,0,0,2,1,0,2,0,2382
2383,0,1,0,0,2,1,0,2,1,2383
2384,0,1,0,0,2,1,0,2,2,2384
2385,0,1,0,0,2,1,1,0,0,2385
2386,0,1,0,0,2,1,1,0,1,2386
2387,0,1,0,0,2,1,1,0,2,2387
2388,0,1,0,0,2,1,1,1,0,2388
2389,0,1,0,0,2,1,1,1,1,2389
2390,0,1,0,0,2,1,1,1,2,2390
2391,0,1,0,0,2,1,1,2,0,2391
2392,0,1,0,0,2,1,1,2,1,2392
2393,0,1,0,0,2,1,1,2,2,2393
2394,0,1,0,0,2,1,2,0,0,2394
2395,0,1,0,0,2,1,2,0,1,2395
2396,0,1,0,0,2,1,2,0,2,2396
2397,0,1,0,0,2,1,2,1,0,2397
2398,0,1,0,0,2,1,2,1,1,2398
2399,0,1,0,0,2,1,2,1,2,2399
2400,0,1,0,0,2,1,2,2,0,2400
2401,0,1,0,0,2,1,2,2,1,2401
2402,0,1,0,0,2,1,2,2,2,2402
2403,0,1,0,0,2,2,0,0,0,2403
2404,0,1,0,0,2,2,0,0,1,2404
2405,0,1,0,0,2,2,0,0,2,2405
2406,0,1,0,0,2,2,0,1,0,2406
2407,0,1,0,0,2,2,0,1,1,2407
2408,0,1,0,0,2,2,0,1,2,2408
2409,0,1,0,0,2,2,0,2,0,2409
2410,0,1,0,0,2,2,0,2,1,2410
2411,0,1,0,0,2,2,0,2,2,2411
2412,0,1,0,0,2,2,1,0,0,2412
2413,0,1,0,0,2,2,1,0,1,2413
2414,0,1,0,0,2,2,1,0,2,2414
2415,0,1,0,0,2,2,1,1,0,2415
2416,0,1,0,0,2,2,1,1,1,2416
2417,0,1,0,0,2,2,1,1,2,2417
2418,0,1,0,0,2,2,1,2,0,2418
2419,0,1,0,0,2,2,1,2,1,2419
2420,0,1,0,0,2,2,1,2,2,2420
2421,0,1,0,0,2,2,2,0,0,2421
2422,0,1,0,0,2,2,2,0,1,2422
2423,0,1,0,0,2,2,2,0,2,2423
2424,0,1,0,0,2,2,2,1,0,2424
2425,0,1,0,0,2,2,2,1,1,2425
2426,0,1,0,0,2,2,2,1,2,2426
2427,0,1,0,0,2,2,2,2,0,2427
2428,0,1,0,0,2,2,2,2,1,2428
2429,0,1,0,0,2,2,2,2,2,2429
2430,0,1,0,1,0,0,0,0,0,2430
2431,0,1,0,1,0,0,0,0,1,2431
2432,0,1,0,1,0,0,0,0,2,2432
2433,0,1,0,1,0,0,0,1,0,2433
2434,0,1,0,1,0,0,0,1,1,2434
2435,0,1,0,1,0,0,0,1,2,2435
2436,0,1,0,1,0,0,0,2,0,2436
2437,0,1,0,1,0,0,0,2,1,2437
2438,0,1,0,1,0,0,0,2,2,2438
2439,0,1,0,1,0,0,1,0,0,2439
2440,0,1,0,1,0,0,1,0,1,2440
2441,0,1,0,1,0,0,1,0,2,2441
2442,0,1,0,1,0,0,1,1,0,2442
2443,0,1,0,1,0,0,1,1,1,2443
2444,0,1,0,1,0,0,1,1,2,2444
2445,0,1,0,1,0,0,1,2,0,2445
2446,0,1,0,1,0,0,1,2,1,2446
2447,0,1,0,1,0,0,1,2,2,2447
2448,0,1,0,1,0,0,2,0,0,2448
2449,0,1,0,1,0,0,2,0,1,2449
2450,0,1,0,1,0,0,2,0,2,2450
2451,0,1,0,1,0,0,2,1,0,2451
2452,0,1,0,1,0,0,2,1,1,2452
2453,0,1,0,1,0,0,2,1,2,2453
2454,0,1,0,1,0,0,2,2,0,2454
2455,0,1,0,1,0,0,2,2,1,2455
2456,0,1,0,1,0,0,2,2,2,2456
2457,0,1,0,1,0,1,0,0,0,2457
2458,0,1,0,1,0,1,0,0,1,2458
2459,0,1,0,1,0,1,0,0,2,2459
2460,0,1,0,1,0,1,0,1,0,2460
2461,0,1,0,1,0,1,0,1,1,2461
2462,0,1,0,1,0,1,0,1,2,2462
2463,0,1,0,1,0,1,0,2,0,2463
2464,0,1,0,1,0,1,0,2,1,2464
2465,0,1,0,1,0,1,0,2,2,2465
2466,0,1,0,1,0,1,1,0,0,2466
2467,0,1,0,1,0,1,1,0,1,2467
2468,0,1,0,1,0,1,1,0,2,2468
2469,0,1,0,1,0,1,1,1,0,2469
2470,0,1,0,1,0,1,1,1,1,2470
2471,0,1,0,1,0,1,1,1,2,2471
2472,0,1,0,1,0,1,1,2,0,2472
2473,0,1,0,1,0,1,1,2,1,2473
2474,0,1,0,1,0,1,1,2,2,2474
2475,0,1,0,1,0,1,2,0,0,2475
2476,0,1,0,1,0,1,2,0,1,2476
2477,0,1,0,1,0,1,2,0,2,2477
2478,0,1,0,1,0,1,2,1,0,2478
2479,0,1,0,1,0,1,2,1,1,2479
2480,0,1,0,1,0,1,2,1,2,2480
2481,0,1,0,1,0,1,2,2,0,2481
2482,0,1,0,1,0,1,2,2,1,2482
2483,0,1,0,1,0,1,2,2,2,2483
2484,0,1,0,1,0,2,0,0,0,2484
2485,0,1,0,1,0,2,0,0,1,2485
2486,0,1,0,1,0,2,0,0,2,2486
2487,0,1,0,1,0,2,0,1,0,2487
2488,0,1,0,1,0,2,0,1,1,2488
2489,0,1,0,1,0,2,0,1,2,2489
2490,0,1,0,1,0,2,0,2,0,2490
2491,0,1,0,1,0,2,0,2,1,2491
2492,0,1,0,1,0,2,0,2,2,2492
2493,0,1,0,1,0,2,1,0,0,2493
2494,0,1,0,1,0,2,1,0,1,2494
2495,0,1,0,1,0,2,1,0,2,2495
2496,0,1,0,1,0,2,1,1,0,2496
2497,0,1,0,1,0,2,1,1,1,2497
2498,0,1,0,1,0,2,1,1,2,2498
2499,0,1,0,1,0,2,1,2,0,2499
2500,0,1,0,1,0,2,1,2,1,2500
2501,0,1,0,1,0,2,1,2,2,2501
2502,0,1,0,1,0,2,2,0,0,2502
2503,0,1,0,1,0,2,2,0,1,2503
2504,0,1,0,1,0,2,2,0,2,2504
2505,0,1,0,1,0,2,2,1,0,2505
2506,0,1,0,1,0,2,2,1,1,2506
2507,0,1,0,1,0,2,2,1,2,2507
2508,0,1,0,1,0,2,2,2,0,2508
2509,0,1,0,1,0,2,2,2,1,2509
2510,0,1,0,1,0,2,2,2,2,2510
2511,0,1,0,1,1,0,0,0,0,2511
2512,0,1,0,1,1,0,0,0,1,2512
2513,0,1,0,1,1,0,0,0,2,2513
2514,0,1,0,1,1,0,0,1,0,2514
2515,0,1,0,1,1,0,0,1,1,2515
2516,0,1,0,1,1,0,0,1,2,2516
2517,0,1,0,1,1,0,0,2,0,2517
2518,0,1,0,1,1,0,0,2,1,2518
2519,0,1,0,1,1,0,0,2,2,2519
2520,0,1,0,1,1,0,1,0,0,2520
2521,0,1,0,1,1,0,1,0,1,2521
2522,0,1,0,1,1,0,1,0,2,2522
2523,0,1,0,1,1,0,1,1,0,2523
2524,0,1,0,1,1,0,1,1,1,2524
2525,0,1,0,1,1,0,1,1,2,2525
2526,0,1,0,1,1,0,1,2,0,2526
2527,0,1,0,1,1,0,1,2,1,2527
2528,0,1,0,1,1,0,1,2,2,2528
2529,0,1,0,1,1,0,2,0,0,2529
2530,0,1,0,1,1,0,2,0,1,2530
2531,0,1,0,1,1,0,2,0,2,2531
2532,0,1,0,1,1,0,2,1,0,2532
2533,0,1,0,1,1,0,2,1,1,2533
2534,0,1,0,1,1,0,2,1,2,2534
2535,0,1,0,1,1,0,2,2,0,2535
2536,0,1,0,1,1,0,2,2,1,2536
2537,0,1,0,1,1,0,2,2,2,2537
2538,0,1,0,1,1,1,0,0,0,2538
2539,0,1,0,1,1,1,0,0,1,2539
2540,0,1,0,1,1,1,0,0,2,2540
2541,0,1,0,1,1,1,0,1,0,2541
2542,0,1,0,1,1,1,0,1,1,2542
2543,0,1,0,1,1,1,0,1,2,2543
2544,0,1,0,1,1,1,0,2,0,2544
2545,0,1,0,1,1,1,0,2,1,2545
2546,0,1,0,1,1,1,0,2,2,2546
2547,0,1,0,1,1,1,1,0,0,2547
2548,0,1,0,1,1,1,1,0,1,2548
2549,0,1,0,1,1,1,1,0,2,2549
2550,0,1,0,1,1,1,1,1,0,2550
2551,0,1,0,1,1,1,1,1,1,2551
2552,0,1,0,1,1,1,1,1,2,2552
2553,0,1,0,1,1,1,1,2,0,2553
2554,0,1,0,1,1,1,1,2,1,2554
2555,0,1,0,1,1,1,1,2,2,2555
2556,0,1,0,1,1,1,2,0,0,2556
2557,0,1,0,1,1,1,2,0,1,2557
2558,0,1,0,1,1,1,2,0,2,2558
2559,0,1,0,1,1,1,2,1,0,2559
2560,0,1,0,1,1,1,2,1,1,2560
2561,0,1,0,1,1,1,2,1,2,2561
2562,0,1,0,1,1,1,2,2,0,2562
2563,0,1,0,1,1,1,2,2,1,2563
2564,0,1,0,1,1,1,2,2,2,2564
2565,0,1,0,1,1,2,0,0,0,2565
2566,0,1,0,1,1,2,0,0,1,2566
2567,0,1,0,1,1,2,0,0,2,2567
2568,0,1,0,1,1,2,0,1,0,2568
2569,0,1,0,1,1,2,0,1,1,2569
2570,0,1,0,1,1,2,0,1,2,2570
2571,0,1,0,1,1,2,0,2,0,2571
2572,0,1,0,1,1,2,0,2,1,2572
2573,0,1,0,1,1,2,0,2,2,2573
2574,0,1,0,1,1,2,1,0,0,2574
2575,0,1,0,1,1,2,1,0,1,2575
2576,0,1,0,1,1,2,1,0,2,2576
2577,0,1,0,1,1,2,1,1,0,2577
2578,0,1,0,1,1,2,1,1,1,2578
2579,0,1,0,1,1,2,1,1,2,2579
2580,0,1,0,1,1,2,1,2,0,2580
2581,0,1,0,1,1,2,1,2,1,2581
2582,0,1,0,1,1,2,1,2,2,2582
2583,0,1,0,1,1,2,2,0,0,2583
2584,0,1,0,1,1,2,2,0,1,2584
2585,0,1,0,1,1,2,2,0,2,2585
2586,0,1,0,1,1,2,2,1,0,2586
2587,0,1,0,1,1,2,2,1,1,2587
2588,0,1,0,1,1,2,2,1,2,2588
2589,0,1,0,1,1,2,2,2,0,2589
2590,0,1,0,1,1,2,2,2,1,2590
2591,0,1,0,1,1,2,2,2,2,2591
2592,0,1,0,1,2,0,0,0,0,2592
2593,0,1,0,1,2,0,0,0,1,2593
2594,0,1,0,1,2,0,0,0,2,2594
2595,0,1,0,1,2,0,0,1,0,2595
2596,0,1,0,1,2,0,0,1,1,2596
2597,0,1,0,1,2,0,0,1,2,2597
2598,0,1,0,1,2,0,0,2,0,2598
2599,0,1,0,1,2,0,0,2,1,2599
2600,0,1,0,1,2,0,0,2,2,2600
2601,0,1,0,1,2,0,1,0,0,2601
2602,0,1,0,1,2,0,1,0,1,2602
2603,0,1,0,1,2,0,1,0,2,2603
2604,0,1,0,1,2,0,1,1,0,2604
2605,0,1,0,1,2,0,1,1,1,2605
2606,0,1,0,1,2,0,1,1,2,2606
2607,0,1,0,1,2,0,1,2,0,2607
2608,0,1,0,1,2,0,1,2,1,2608
2609,0,1,0,1,2,0,1,2,2,2609
2610,0,1,0,1,2,0,2,0,0,2610
2611,0,1,0,1,2,0,2,0,1,2611
2612,0,1,0,1,2,0,2,0,2,2612
2613,0,1,0,1,2,0,2,1,0,2613
2614,0,1,0,1,2,0,2,1,1,2614
2615,0,1,0,1,2,0,2,1,2,2615
2616,0,1,0,1,2,0,2,2,0,2616
2617,0,1,0,1,2,0,2,2,1,2617
2618,0,1,0,1,2,0,2,2,2,2618
2619,0,1,0,1,2,1,0,0,0,2619
2620,0,1,0,1,2,1,0,0,1,2620
2621,0,1,0,1,2,1,0,0,2,2621
2622,0,1,0,1,2,1,0,1,0,2622
2623,0,1,0,1,2,1,0,1,1,2623
2624,0,1,0,1,2,1,0,1,2,2624
2625,0,1,0,1,2,1,0,2,0,2625
2626,0,1,0,1,2,1,0,2,1,2626
